category,subcategory,date,location,payee,description,method,amount
Auto/Transportation,Gasoline,7/29/14,,SHELL OIL,CHECK CRD PURCHASE 07/27 SHELL OIL 57444677 SAN FRANCISCO CA 434256XXXXXX8245 304209124310071 ?MCC=5542,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,5118
Food/Drink,Fast Food,7/29/14,,THE LITTLE CHIHUAH,CHECK CRD PURCHASE 07/28 THE LITTLE CHIHUAH SAN FRANCISCO CA 434256XXXXXX8245 304209114170138 ?MCC=5814,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2022
Food/Drink,Groceries,7/29/14,,FALLETTI FOODS,CHECK CRD PURCHASE 07/27 FALLETTI FOODS SAN FRANCISCO CA 434256XXXXXX8245 004209109999537 ?MCC=5411,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1607
Insurance/Financial,Other Insurance/Financial,7/31/14,DALLAS,STATE FARM INSURANCE COMPANIES,Other Insurance/Financial-STATE FARM INSURANCE COMPANIES,Old Checking XXXXXX5384,4785
Cash/ATM,Wells Fargo ATM,8/1/14,,,ATM WITHDRAWAL - 536 MISSION STREET SAN FRANCISCO CA 8245 0002501,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,6000
Food/Drink,Restaurants,8/1/14,,BILL'S PLACE,CHECK CRD PURCHASE 07/30 BILL'S PLACE SAN FRANCISCO CA 434256XXXXXX8245 284212108474539 ?MCC=5812,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,3920
Uncategorized Payments,Electronic Payments,8/1/14,,UNBLOCK US,UNBLOCKUS INC. IAT PAYPAL 140801 4JT22897Y4P78 TRAVIS LAWRENCE 770510487C 4JT22897Y4P78 0O00000091004350290757,Old Checking XXXXXX5384,470
Bills/Utilities,Gas/Electric,8/2/14,SACRAMENTO,PACIFIC GAS & ELECTRIC -PG&E,Gas/Electric-PACIFIC GAS & ELECTRIC -PG&E,Old Checking XXXXXX5384,3073
Auto/Transportation,Gasoline,8/4/14,,CHEVRON,CHECK CRD PURCHASE 08/02 CHEVRON 00092265 SAN LUIS OBIS CA 434256XXXXXX8245 584214834168316 ?MCC=5542,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,4845
Auto/Transportation,Public Transportation,8/4/14,,LYFT THU AT 922PM,RECUR DEBIT CRD PMT07/31 LYFT THU AT 922PM 855-280-0278 CA 434256XXXXXX8245 384213247270313 ?MCC=4111,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1300
Cash/ATM,Wells Fargo ATM,8/4/14,,,ATM WITHDRAWAL - FOOTHILL SAN LUIS OBIS CA 8245 0000361,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,20000
Cash/ATM,Wells Fargo ATM,8/4/14,,,ATM WITHDRAWAL - FOOTHILL SAN LUIS OBIS CA 8245 0000362,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,10000
Food/Drink,Fast Food,8/4/14,,STARBUCKS,CHECK CRD PURCHASE 08/02 STARBUCKS #10542 L Los Gatos CA 434256XXXXXX8245 584214600731256 ?MCC=5814,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1045
Food/Drink,Groceries,8/4/14,,SUPERETTE MARKET,CHECK CRD PURCHASE 07/31 SUPERETTE MARKET SAN FRANCISCO CA 434256XXXXXX8245 084213121108706 ?MCC=5499,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1117
Food/Drink,Restaurants,8/4/14,,LUNA RED,CHECK CRD PURCHASE 08/03 Luna Red San Luis Obis CA 434256XXXXXX8245 584215189594741 ?MCC=5812,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,12476
Food/Drink,Restaurants,8/4/14,,ROUND TABLE OF LG,CHECK CRD PURCHASE 08/01 ROUND TABLE OF LG LOS GATOS CA 434256XXXXXX8245 584214148966125 ?MCC=5812,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,3914
Pets,Pet Food/Supplies,8/4/14,,BLACK NOSE TRADING,CHECK CRD PURCHASE 08/01 BLACK NOSE TRADING SAN FRANCISCO CA 434256XXXXXX8245 084213635179909 ?MCC=5995,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1958
Credit Card/Loan Payments,Mortgage Payments,8/5/14,Vallejo,JACKSON SQUARE WEST HOA,Mortgage Payments-Jackson Square West HOA,Old Checking XXXXXX5384,33300
Pets,Pet Food/Supplies,8/6/14,,BLACK NOSE TRADING,CHECK CRD PURCHASE 08/04 BLACK NOSE TRADING SAN FRANCISCO CA 434256XXXXXX8245 004217054873774 ?MCC=5995,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,3588
Food/Drink,Groceries,8/7/14,,FALLETTI FOODS 308 BRO,POS PURCHASE - FALLETTI FOODS 308 BRO SAN FRANCISCOCA 8245 00384219536204289 ?MCC=5411,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,4798
Cash/ATM,Wells Fargo ATM,8/8/14,,,ATM WITHDRAWAL - SAN FRANCISCO DIVISAD SAN FRANCISCO CA 8245 0004512,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,10000
Auto/Transportation,Gasoline,8/11/14,,SHELL OIL,CHECK CRD PURCHASE 08/07 SHELL OIL 57444678 SAN FRANCISCO CA 434256XXXXXX8245 464220155312012 ?MCC=5542,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1997
Auto/Transportation,Public Transportation,8/11/14,,LYFT FRI AT 358PM,RECUR DEBIT CRD PMT08/08 LYFT FRI AT 358PM 855-280-0278 CA 434256XXXXXX8245 464221165788115 ?MCC=4111,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1000
Auto/Transportation,Public Transportation,8/11/14,,LYFT SAT AT 335PM,RECUR DEBIT CRD PMT08/09 LYFT SAT AT 335PM 855-280-0278 CA 434256XXXXXX8245 464222160233676 ?MCC=4111,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1100
Cash/ATM,Wells Fargo ATM,8/11/14,,,ATM WITHDRAWAL - SAN FRANCISCO DIVISAD SAN FRANCISCO CA 8245 0004987,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,10000
Entertainment,Books/Magazines/Newspapers,8/11/14,,2BUYSAFE.COM ASTR,RECUR DEBIT CRD PMT08/10 2BUYSAFE.COM/ ASTR . LI 434256XXXXXX8245 004222357072604 ?MCC=5968,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1100
Food/Drink,Restaurants,8/11/14,,ESCAPE FRM NEW YRK,CHECK CRD PURCHASE 08/09 ESCAPE FRM NEW YRK SAN FRANCISCO CA 434256XXXXXX8245 584221191165019 ?MCC=5812,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2986
Health,Pharmacy,8/11/14,,C,POS PURCHASE - CVS 10188 10188 499 H SAN FRANCISCOCA 8245 00584222809197752 ?MCC=5912,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,3213
Food/Drink,Fast Food,8/12/14,,THE LITTLE CHIHUAH,CHECK CRD PURCHASE 08/11 THE LITTLE CHIHUAH SAN FRANCISCO CA 434256XXXXXX8245 384221703342010 ?MCC=5814,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1957
Credit Card/Loan Payments,Mortgage Payments,8/13/14,,WELLS FARGO HOME MORTGAGE,ONLINE TRANSFER REF #IBECCH4D32 TO MORTGAGE XXXXXX8779 ON 08/13/14,Old Checking XXXXXX5384,259254
Credit Card/Loan Payments,Loan/Line of Credit Payments,8/15/14,,WELLS FARGO CONSUMER LOANS & LINES OF CREDIT,ONLINE TRANSFER REF #IBE8GGCPV2 TO PERSONAL LOAN UNSECURED XXXXXX90710001 ON 08/15/14,Old Checking XXXXXX5384,32487
Shopping,Other Shopping,8/15/14,,PAYPAL,PAYPAL INST XFER 140815 MONOPRICE TRAVIS LAWRENCE PAYPALSI77 MONOPRICE 0O00000091003650545801,Old Checking XXXXXX5384,3893
Uncategorized Payments,Electronic Payments,8/15/14,,VENMO,VENMO PAYMENT 21651364 TRAVIS LAWRENCE 2264681992 21651364 0O00000091003659789100,Old Checking XXXXXX5384,50000
Bills/Utilities,Phone/Internet,8/16/14,ATLANTA,AT&T MOBILITY,Phone/Internet-AT&T MOBILITY,Old Checking XXXXXX5384,17239
Bills/Utilities,Phone/Internet,8/16/14,SEATTLE,COMCAST CABLE COMMUNICATIONS -16-DIGIT ACCOUNT NUMBERS,Phone/Internet-COMCAST CABLE COMMUNICATIONS -16-DIGIT ACCOUNT NUMBERS,Old Checking XXXXXX5384,9100
Auto/Transportation,Gasoline,8/18/14,,CHEVRON,CHECK CRD PURCHASE 08/16 CHEVRON 00091623 SAN FRANCISCO CA 434256XXXXXX8245 384228695037982 ?MCC=5542,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,4743
Auto/Transportation,Public Transportation,8/18/14,,LYFT FRI AT 744PM,RECUR DEBIT CRD PMT08/16 LYFT FRI AT 744PM 855-280-0278 CA 434256XXXXXX8245 384228259605048 ?MCC=4111,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2400
Auto/Transportation,Public Transportation,8/18/14,,LYFT SAT,RECUR DEBIT CRD PMT08/16 LYFT SAT AT 1224AM 855-280-0278 CA 434256XXXXXX8245 464228592369674 ?MCC=4111,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1000
Entertainment,Books/Magazines/Newspapers,8/18/14,,NETFLIX.COM,RECUR DEBIT CRD PMT08/17 NETFLIX.COM NETFLIX.COM CA 434256XXXXXX8245 584229420086065 ?MCC=5968,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,799
Food/Drink,Groceries,8/18/14,,FALLETTI FOODS,CHECK CRD PURCHASE 08/16 FALLETTI FOODS SAN FRANCISCO CA 434256XXXXXX8245 164228634644480 ?MCC=5411,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,798
Food/Drink,Groceries,8/18/14,,ROXIE FOOD CENTER,CHECK CRD PURCHASE 08/16 ROXIE FOOD CENTER SAN FRANCISCO CA 434256XXXXXX8245 304228795695975 ?MCC=5499,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,3260
Food/Drink,Groceries,8/18/14,,SUPERETTE MARKET,CHECK CRD PURCHASE 08/14 SUPERETTE MARKET SAN FRANCISCO CA 434256XXXXXX8245 084227129423071 ?MCC=5499,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1514
Food/Drink,Groceries,8/18/14,,TRADER JOE'S,POS PURCHASE - TRADER JOE S 078 SANFRANCISCO CA 8245 00304230012637672 ?MCC=5411,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,11341
Food/Drink,Restaurants,8/18/14,,BURGERMEISTER CAST,CHECK CRD PURCHASE 08/14 BURGERMEISTER CAST SAN FRANCISCO CA 434256XXXXXX8245 384226085957910 ?MCC=5812,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2088
Food/Drink,Restaurants,8/18/14,,DR. TEETH AND THE,CHECK CRD PURCHASE 08/15 Dr. Teeth and the SAN FRANCISCO CA 434256XXXXXX8245 384228103170640 ?MCC=5812,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2200
Food/Drink,Restaurants,8/18/14,,DR. TEETH AND THE,CHECK CRD PURCHASE 08/15 Dr. Teeth and the SAN FRANCISCO CA 434256XXXXXX8245 464228125209287 ?MCC=5812,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,3700
Food/Drink,Restaurants,8/18/14,,FOREIGN CINEMA,CHECK CRD PURCHASE 08/15 FOREIGN CINEMA SAN FRANCISCO CA 434256XXXXXX8245 464228146781763 ?MCC=5812,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,6478
Food/Drink,Restaurants,8/18/14,,FOREIGN CINEMA,CHECK CRD PURCHASE 08/15 FOREIGN CINEMA SAN FRANCISCO CA 434256XXXXXX8245 384228235562830 ?MCC=5812,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,14862
Auto/Transportation,Public Transportation,8/19/14,,SF MUNI SFMTA,POS PURCHASE - SF Muni SFMTA San FranciscoCA 8245 00584231043647698 ?MCC=4111,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2000
Credit Card/Loan Payments,Non-Wells Fargo Credit Card Payments,8/19/14,WILMINGTON,BANK OF AMERICA CREDIT CARD,Card Payments (non-WF)-BANK OF AMERICA CREDIT CARD,Old Checking XXXXXX5384,15000
Credit Card/Loan Payments,Non-Wells Fargo Credit Card Payments,8/19/14,CITY OF INDUSTRY,CAPITAL ONE CREDIT CARD,Card Payments (non-WF)-CAPITAL ONE CREDIT CARD,Old Checking XXXXXX5384,8000
Food/Drink,Restaurants,8/20/14,,WONDERLAND RESTAUR,CHECK CRD PURCHASE 08/18 WONDERLAND RESTAUR 415-6695157 CA 434256XXXXXX8245 584231069597476 ?MCC=5812,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,3505
Food/Drink,Groceries,8/21/14,,SUPERETTE MARKET,CHECK CRD PURCHASE 08/19 SUPERETTE MARKET SAN FRANCISCO CA 434256XXXXXX8245 164232073137491 ?MCC=5499,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2778
Food/Drink,Restaurants,8/21/14,,BUCKHORN GRILL SAN,CHECK CRD PURCHASE 08/19 BUCKHORN GRILL SAN SAN FRANCISCO CA 434256XXXXXX8245 584231689787143 ?MCC=5812,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,996
Cash/ATM,Wells Fargo ATM,8/22/14,,,ATM WITHDRAWAL - SAN FRANCISCO ELLIS S SAN FRANCISCO CA 8245 0008448,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,6000
Food/Drink,Fast Food,8/22/14,,THE LITTLE CHIHUAH,CHECK CRD PURCHASE 08/21 THE LITTLE CHIHUAH SAN FRANCISCO CA 434256XXXXXX8245 304233071951429 ?MCC=5814,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2022
Food/Drink,Fast Food,8/25/14,,MCDONALD'S,CHECK CRD PURCHASE 08/21 MCDONALD'S F8021 DALY CITY CA 434256XXXXXX8245 384234191206998 ?MCC=5814,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1328
Food/Drink,Groceries,8/25/14,,ARGUELLO SUPERMARK,POS PURCHASE - ARGUELLO SUPERMARK SAN FRANCISCOCA 8245 00464236720608804 ?MCC=5411,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2223
Food/Drink,Groceries,8/25/14,,FALLETTI FOODS,CHECK CRD PURCHASE 08/23 FALLETTI FOODS SAN FRANCISCO CA 434256XXXXXX8245 084235625651647 ?MCC=5411,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1083
Food/Drink,Groceries,8/25/14,,FALLETTI FOODS 308 BRO,POS PURCHASE - FALLETTI FOODS 308 BRO SAN FRANCISCOCA 8245 00384237079639362 ?MCC=5411,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1726
Food/Drink,Groceries,8/25/14,,SUPERETTE MARKET,CHECK CRD PURCHASE 08/23 SUPERETTE MARKET SAN FRANCISCO CA 434256XXXXXX8245 164236148769141 ?MCC=5499,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2367
Food/Drink,Restaurants,8/25/14,,SMOKE STACK,CHECK CRD PURCHASE 08/23 SMOKESTACK SAN FRANCISCO CA 434256XXXXXX8245 304236028728939 ?MCC=5812,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2023
Pets,Pet Food/Supplies,8/25/14,,BLACK NOSE TRADING,CHECK CRD PURCHASE 08/22 BLACK NOSE TRADING SAN FRANCISCO CA 434256XXXXXX8245 004234584111071 ?MCC=5995,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1305
Shopping,Sporting Goods,8/25/14,,SPORTS BASEMENT,POS PURCHASE - SPORTS BASEMENT INC SAN FRANCISCOCA 8245 00304235656065875 ?MCC=5941,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1272
Food/Drink,Restaurants,8/26/14,,THE GRIND CAFE,CHECK CRD PURCHASE 08/25 THE GRIND CAFE SAN FRANCISCO CA 434256XXXXXX8245 584237807785149 ?MCC=5812,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1138
Entertainment,Music,8/27/14,,APL ITUNES.COM BI,CHECK CRD PURCHASE 08/27 APL* ITUNES.COM/BI 866-712-7753 CA 434256XXXXXX8245 384238501933183 ?MCC=5735,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,199
Food/Drink,Fast Food,8/27/14,,THE LITTLE CHIHUAH,CHECK CRD PURCHASE 08/26 THE LITTLE CHIHUAH SAN FRANCISCO CA 434256XXXXXX8245 304238077973555 ?MCC=5814,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1914
Auto/Transportation,Public Transportation,8/29/14,,SF MUNI SFMTA,POS PURCHASE - SF Muni SFMTA San FranciscoCA 8245 00304242009742865 ?MCC=4111,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2000
Food/Drink,Restaurants,8/29/14,,INDIAN OVEN,CHECK CRD PURCHASE 08/28 INDIAN OVEN SAN FRANCISCO CA 434256XXXXXX8245 384241061338834 ?MCC=5812,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,4203
Insurance/Financial,Other Insurance/Financial,8/30/14,DALLAS,STATE FARM INSURANCE COMPANIES,Other Insurance/Financial-STATE FARM INSURANCE COMPANIES,Old Checking XXXXXX5384,4785
Food/Drink,Fast Food,9/2/14,,THE LITTLE CHIHUAH,CHECK CRD PURCHASE 09/01 THE LITTLE CHIHUAH SAN FRANCISCO CA 434256XXXXXX8245 464243062845684 ?MCC=5814,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2338
Food/Drink,Groceries,9/2/14,,FALLETTI FOODS 308 BRO,POS PURCHASE - FALLETTI FOODS 308 BRO SAN FRANCISCOCA 8245 00384243648402916 ?MCC=5411,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,3233
Food/Drink,Groceries,9/2/14,,MICHAELS PIT STOP,POS PURCHASE - MICHAELS PIT STOP SAN FRANCISCOCA 8245 00304243064637580 ?MCC=5499,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1576
Food/Drink,Groceries,9/2/14,,SUPERETTE MARKET,CHECK CRD PURCHASE 08/28 SUPERETTE MARKET SAN FRANCISCO CA 434256XXXXXX8245 284241057338840 ?MCC=5499,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,3231
Food/Drink,Groceries,9/2/14,,SUPERETTE MARKET,CHECK CRD PURCHASE 08/31 SUPERETTE MARKET SAN FRANCISCO CA 434256XXXXXX8245 284244096912278 ?MCC=5499,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1158
Food/Drink,Groceries,9/2/14,,TARGET T2766 TARGET T2 SAN FRANCISCOCA,POS PURCHASE - TARGET T2766 TARGET T2 SAN FRANCISCOCA 8245 00384245743228393 ?MCC=5411,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,4522
Food/Drink,Restaurants,9/2/14,,AMASIA HIDES SUSHI,CHECK CRD PURCHASE 08/31 AMASIA HIDES SUSHI SAN FRANCISCO CA 434256XXXXXX8245 464244086974965 ?MCC=5812,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,10505
Food/Drink,Restaurants,9/2/14,,BURGERMEISTER CAST,CHECK CRD PURCHASE 08/28 BURGERMEISTER CAST SAN FRANCISCO CA 434256XXXXXX8245 384240064856625 ?MCC=5812,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2593
Food/Drink,Restaurants,9/2/14,,SQ OAKSIDE CAFE,CHECK CRD PURCHASE 09/01 SQ *OAKSIDE CAFE San Francisco CA 434256XXXXXX8245 464244652569352 ?MCC=5812,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,890
Home,Home Improvements,9/2/14,,THE HOME DEPOT,POS PURCHASE - THE HOME DEPOT #1092 DALY CITY CA 8245 00464244840170953 ?MCC=5200,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,6424
Shopping,Other Shopping,9/2/14,,PAYPAL,PAYPAL INST XFER 140831 DONORSCHOOS TRAVIS LAWRENCE PAYPALSI77 DONORSCHOOS 0O00000091004251221288,Old Checking XXXXXX5384,10000
Uncategorized Payments,Electronic Payments,9/2/14,,UNBLOCK US,UNBLOCKUS INC. IAT PAYPAL 140902 4JT228BCLVVG4 TRAVIS LAWRENCE 770510487C 4JT228BCLVVG4 0O00000091004251221289,Old Checking XXXXXX5384,472
Bills/Utilities,Gas/Electric,9/3/14,SACRAMENTO,PACIFIC GAS & ELECTRIC -PG&E,Gas/Electric-PACIFIC GAS & ELECTRIC -PG&E,Old Checking XXXXXX5384,3841
Credit Card/Loan Payments,Mortgage Payments,9/3/14,Vallejo,JACKSON SQUARE WEST HOA,Mortgage Payments-Jackson Square West HOA,Old Checking XXXXXX5384,33300
Credit Card/Loan Payments,Non-Wells Fargo Credit Card Payments,9/3/14,CITY OF INDUSTRY,CAPITAL ONE CREDIT CARD,Card Payments (non-WF)-CAPITAL ONE CREDIT CARD,Old Checking XXXXXX5384,20737
Auto/Transportation,Gasoline,9/4/14,,CHEVRON,CHECK CRD PURCHASE 09/03 CHEVRON 00356457 SAN FRANCISCO CA 434256XXXXXX8245 384247171661869 ?MCC=5542,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,4846
Food/Drink,Fast Food,9/4/14,,PLUTOS SF SUNSET,CHECK CRD PURCHASE 09/03 PLUTOS SF SUNSET SAN FRANCISCO CA 434256XXXXXX8245 464246097626738 ?MCC=5814,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,3627
Food/Drink,Groceries,9/4/14,,SAFEWAY,POS PURCHASE - SAFEWAY STORE 1507 SAN FRANCISCOCA 8245 00304247184868321 ?MCC=5411,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2661
Food/Drink,Fast Food,9/5/14,,THE LITTLE CHIHUAH,CHECK CRD PURCHASE 09/04 THE LITTLE CHIHUAH SAN FRANCISCO CA 434256XXXXXX8245 384247027759968 ?MCC=5814,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,908
Food/Drink,Groceries,9/8/14,,FALLETTI FOODS 308 BRO,POS PURCHASE - FALLETTI FOODS 308 BRO SAN FRANCISCOCA 8245 00584249058803507 ?MCC=5411,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2174
Food/Drink,Groceries,9/8/14,,SUPERETTE MARKET,CHECK CRD PURCHASE 09/05 SUPERETTE MARKET SAN FRANCISCO CA 434256XXXXXX8245 004249028161410 ?MCC=5499,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1851
Food/Drink,Restaurants,9/8/14,,PATXI'S PIZZA-HAYE,CHECK CRD PURCHASE 09/05 PATXI'S PIZZA-HAYE SAN FRANCISCO CA 434256XXXXXX8245 464249051017858 ?MCC=5812,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,3345
Food/Drink,Restaurants,9/8/14,,THE CITRUS CLUB,CHECK CRD PURCHASE 09/06 THE CITRUS CLUB SAN FRANCISCO CA 434256XXXXXX8245 004250133161996 ?MCC=5812,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2224
Pets,Pet Food/Supplies,9/8/14,,BLACK NOSE TRAD 342 DI SAN FRANCISCOCA,POS PURCHASE - BLACK NOSE TRAD/342 DI SAN FRANCISCOCA 8245 00384250654801260 ?MCC=5995,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2610
Credit Card/Loan Payments,Loan/Line of Credit Payments,9/9/14,,WELLS FARGO CONSUMER LOANS & LINES OF CREDIT,ONLINE TRANSFER REF #IBEK5TBZ64 TO PERSONAL LOAN UNSECURED XXXXXX90710001 ON 09/09/14,Old Checking XXXXXX5384,32487
Food/Drink,Fast Food,9/9/14,,THE LITTLE CHIHUAH,CHECK CRD PURCHASE 09/08 THE LITTLE CHIHUAH SAN FRANCISCO CA 434256XXXXXX8245 304251077811067 ?MCC=5814,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2175
Food/Drink,Groceries,9/9/14,,SUPERETTE MARKET,CHECK CRD PURCHASE 09/07 SUPERETTE MARKET SAN FRANCISCO CA 434256XXXXXX8245 284251075634480 ?MCC=5499,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1524
Health,Pharmacy,9/9/14,,C,POS PURCHASE - CVS 10188 10188--499 H SAN FRANCISCOCA 8245 00584253034858524 ?MCC=5912,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1999
Credit Card/Loan Payments,Non-Wells Fargo Credit Card Payments,9/10/14,WILMINGTON,BANK OF AMERICA CREDIT CARD,Card Payments (non-WF)-BANK OF AMERICA CREDIT CARD,Old Checking XXXXXX5384,26366
Food/Drink,Restaurants,9/10/14,,ESCAPE FRM NEW YRK,CHECK CRD PURCHASE 09/08 ESCAPE FRM NEW YRK SAN FRANCISCO CA 434256XXXXXX8245 464252051260839 ?MCC=5812,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2986
Shopping,Other Shopping,9/10/14,,PAYPAL,PAYPAL INST XFER 140910 BIKESDIRECT TRAVIS LAWRENCE PAYPALSI77 BIKESDIRECT 0O00000091003858187895,Old Checking XXXXXX5384,5000
Auto/Transportation,Public Transportation,9/11/14,,SF MUNI SFMTA,POS PURCHASE - SF Muni SFMTA San FranciscoCA 8245 00304255019353493 ?MCC=4111,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2000
Entertainment,Books/Magazines/Newspapers,9/11/14,,ASTRAWEB,RECUR DEBIT CRD PMT09/10 ASTRAWEB . LI 434256XXXXXX8245 084253355018855 ?MCC=5968,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1100
Entertainment,Music,9/11/14,,APL ITUNES.COM BI,CHECK CRD PURCHASE 09/11 APL* ITUNES.COM/BI 866-712-7753 CA 434256XXXXXX8245 584253585440433 ?MCC=5735,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,399
Cash/ATM,Wells Fargo ATM,9/12/14,,,ATM WITHDRAWAL - SAN FRANCISCO DIVISAD SAN FRANCISCO CA 8245 0004755,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,10000
Credit Card/Loan Payments,Mortgage Payments,9/12/14,,WELLS FARGO HOME MORTGAGE,ONLINE TRANSFER REF #IBEN2WJ7VY TO MORTGAGE VIA MOBILE,Old Checking XXXXXX5384,259254
Food/Drink,Restaurants,9/12/14,,WONDERLAND RESTAUR,CHECK CRD PURCHASE 09/10 WONDERLAND RESTAUR 415-6695157 CA 434256XXXXXX8245 464254094597404 ?MCC=5812,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2069
Auto/Transportation,Parking/Tolls,9/15/14,,CI OF BERKELEY SHA,CHECK CRD PURCHASE 09/12 CI OF BERKELEY SHA BERKELEY CA 434256XXXXXX8245 464255620044954 ?MCC=7523,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,275
Food/Drink,Fast Food,9/15/14,,PEETS COFFEE AND TEA,CHECK CRD PURCHASE 09/14 PEETS 12902 SAN FRANCISCO CA 434256XXXXXX8245 464257546032230 ?MCC=5814,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1735
Food/Drink,Fast Food,9/15/14,,THE LITTLE CHIHUAH,CHECK CRD PURCHASE 09/13 THE LITTLE CHIHUAH SAN FRANCISCO CA 434256XXXXXX8245 384255064562965 ?MCC=5814,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2022
Food/Drink,Groceries,9/15/14,,BI-RITE DIVIS,POS PURCHASE - BI-RITE DIVIS SAN FRANCISCOCA 8245 00384257656608962 ?MCC=5411,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,3596
Food/Drink,Groceries,9/15/14,,FALLETTI FOODS 308 BRO,POS PURCHASE - FALLETTI FOODS 308 BRO SAN FRANCISCOCA 8245 00584258068191192 ?MCC=5411,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2206
